Name,Description,Price,Scent_Family,Scent_Family_2,Intensity,Website_Link
Lattafa Badee Al Oud Sublime,"Rich woody oud provides a deep, luxurious olfactory journey.",26,Woody,Ambery,4,https://tinyurl.com/357nv4zp
Lattafa Fakhar L'Attafa Extrait,"Rose and oud combine in a lavish, opulent fragrance.",20,Floral,Ambery,4,https://tinyurl.com/ymaxtz5u
Lattafa Ajayeb Dubai Black,Mysterious and bold with a mix of spice and wood.,18,Woody,Ambery,4,https://tinyurl.com/549thufz
Lattafa Ajayeb Dubai Portrait,"A portrait of modernity with clean, sharp notes.",25,Woody,Ambery,4,https://tinyurl.com/46nfz8wh
Lattafa Pure Musk,"Pure and sublime musk, clean and profound.",16,Woody,Woody,4,https://tinyurl.com/y2wehnay
Lattafa Oud Najdia,A dynamic oud blend for a bold presence.,15,Woody,Ambery,4,https://tinyurl.com/2wd63z86
Lattafa Oud Mood Elixir,A more intense take on the classic Oud Mood.,17,Woody,Ambery,4,https://tinyurl.com/2ecdan3d
Lattafa Oud Mood,A warm and inviting oud with hints of spice.,18,Woody,Ambery,4,https://tinyurl.com/3yympwvn
Lattafa Musk Mood,"Soft musk with floral undertones, soothing and gentle.",18,Floral,Musk Skin,4,https://tinyurl.com/23aj9wdy
Lattafa Thouq,Rich gourmand notes with a touch of Middle Eastern spice.,30,Floral,Ambery,4,https://tinyurl.com/3e7h2ftt
Lattafa Mafatin Prestige,Key notes of prestige with luxurious woods and resins.,30,Floral,Ambery,4,https://tinyurl.com/38e8t2de
Lattafa Just Oud Boulevard,"An urban twist on traditional oud, modern and vibrant.",15,Woody,Ambery,4,https://tinyurl.com/ydc7ents
Lattafa Taweel,Long-lasting floral and amber scents.,21,Woody,Fruity,4,https://tinyurl.com/3n9cndhf
Lattafa Nasheet,Fresh oceanic notes with a zesty finish.,24,Woody,Woody,4,https://tinyurl.com/5cwya8w8
Lattafa Maahir Legacy,A legacy of spicy and woody aromas.,25,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/2r2ptpxt
Lattafa Eternal Oud,Eternal richness of oud blended with timeless florals.,35,Woody,Ambery,4,https://tinyurl.com/yc2kf4e7
Lattafa Hayatti Al Maleky,Royal life captured in spicy and floral notes.,20,Woody,Ambery,4,https://tinyurl.com/yc5h34c7
Lattafa Hayatti Gold Elixir,A golden mix of florals and spices.,22,Leather,Fruity,4,https://tinyurl.com/532w5pzn
Lattafa Hayatti,"Life's essence with fresh, invigorating notes.",17,Woody,Woody,4,https://tinyurl.com/mrx5nc4b
Lattafa Oudain,Complex oud with layers of aromatic surprise.,19,Woody,Ambery,4,https://tinyurl.com/29jzu6hc
Lattafa Lahdath,"Momentous occasions captured in a bottle, rich and deep.",50,Woody,Gourmand,4,https://tinyurl.com/bdd9utaz
Lattafa Winners Trophy Silver,Celebratory scent with silver linings and fresh aromas.,25,Woody,Ambery,4,https://tinyurl.com/2x9u4yx8
Lattafa Royal Sapphire,Regal sapphire tones with deep floral and musk.,32,Floral,Ambery,4,https://tinyurl.com/j4wcfudh
Lattafa Rouat Ajial,Generational wisdom encapsulated in rich leathery scents.,20,Ambery,Ambery,4,https://tinyurl.com/ypnyn8av
Lattafa Ra'ed Oud,"Pioneering oud scent with bold, assertive spices.",20,Woody,Ambery,4,https://tinyurl.com/yhj8s7bf
Lattafa Nebras,Light beams of floral and citrus freshness.,30,Floral,Floral,4,https://tinyurl.com/yfyn7vy3
Lattafa Hala,A welcoming fragrance of warm spices and comfort.,27,Ambery,Ambery,4,https://tinyurl.com/2s39x3dh
Lattafa Al Areeq Silver,Silver streams of woody and aromatic herbs.,25,Woody,Ambery,4,https://tinyurl.com/y9kx3rk6
Lattafa Al Ameed,Commanding presence with robust woody notes.,27,Leather,Citrus,4,https://tinyurl.com/ytrd72ex
Lattafa Shaheen Silver,"Soaring heights of crisp, cool aromatic notes.",22,Chypre,Floral,4,https://tinyurl.com/3xsm776z
Lattafa Ishq Al Shuyukh Silver,Silver love with elegant florals and light woods.,33,Woody,Ambery,4,https://tinyurl.com/5a6aaasj
Lattafa Blue Sapphire,Deep blue mystery with aquatic and floral depth.,30,Aromatic Fougere,Citrus,4, https://tinyurl.com/s42m9wr4
Lattafa Awaan,Time's essence with spicy and aromatic notes.,25,Floral,Ambery,4,https://tinyurl.com/4w4mdcst
Lattafa Raghba Wood Intense,Intensely woody with a smoky finish.,17,Woody,Ambery,4,https://tinyurl.com/yp39bp58
Lattafa Opulent Red,Richness of red spices and warmth.,18,Woody,Ambery,4,https://tinyurl.com/mwfs79rm
Lattafa Al Azal,Timelessness captured with musky and amber notes.,22,Woody,Ambery,4,https://tinyurl.com/rhnt5ppa
Lattafa Suqraat,"Wisdom in scents, profound and thoughtful.",25,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/3h8n593x
Lattafa Sha'ari,Lyrical poetic notes weave through this aromatic composition.,20,Ambery,Floral,4,https://tinyurl.com/ywfuy4he
Lattafa Aura,An alluring scent with exotic florals and a hint of mystique.,24,Floral,Aldehydic,4,https://tinyurl.com/29am6ntu
Lattafa Sumou Platinum,"A prestigious blend of spices and woods, rich and enduring.",20,Woody,Citrus,4,https://tinyurl.com/cuhpnn9t
Lattafa Ser Hubbee,"A romantic floral mix, perfect for expressing love.",15,Floral,Ambery,4,https://tinyurl.com/3xrmvjsc
Lattafa Qaed Al Fursan Unlimited,A bold and adventurous scent with rich leather and spices.,17,Floral,Fruity,4,https://tinyurl.com/2krmw2v4
Lattafa Khamrah,An intoxicating blend of rich coffee and warm spices.,32,Ambery,Ambery,4,https://tinyurl.com/2vaw2mw9
Lattafa Musamam,Exotic fruits and florals create a vibrant and lively fragrance.,30,Woody,Woody,4,https://tinyurl.com/5c8apwam
Lattafa Oud Mood Reminiscence,"A nostalgic blend of oud, spices, and sweetness.",20,Woody,Ambery,4,https://tinyurl.com/5n8jbe8e
Lattafa Malik Al Tayoor,A regal fragrance with opulent woods and amber.,20,Ambery,Fruity,4,https://tinyurl.com/5cwdxnzp
Lattafa Azeezah,Delicate and sweet florals wrapped in comforting vanilla.,20,Floral,Ambery,4,https://tinyurl.com/2mbr5dd8
Lattafa Awraq Al Oud,Rich and deep oud with a symphony of woody notes.,19,Woody,Ambery,4,https://tinyurl.com/2my63uvz
Lattafa Musk Salama,Soft musk with subtle floral hints for a calming effect.,33,Floral,Musk Skin,4,https://tinyurl.com/2fdf5r4b
Lattafa Qa'ed Al Shabaab,Youthful energy captured in spicy and vibrant notes.,30,Woody,Ambery,4,https://tinyurl.com/4f4837hc
Lattafa Raghba,"A blend of vanilla, incense, and sugar for a captivating aroma.",17,Woody,Ambery,4,https://tinyurl.com/yeysrhcu
Lattafa Asad,"Powerful and bold, a scent that commands attention. Clone of Dior Sauvage Elixir",25,Woody,Ambery,4,https://tinyurl.com/3fncyvhc
Lattafa Sheikh Al Shuyukh Luxe Edition,"A luxurious mix of saffron, rose, and oud.",15,Ambery,Floral,4,https://tinyurl.com/4cbtjnbw
Lattafa Sheikh Al Shuyukh Khusoosi,Exclusive woods and spices for a distinguished aroma.,30,Aromatic Fougere,Spicy,4,https://tinyurl.com/3nvtetrv
Lattafa Sheikh Al Shuyukh Final Edition,A definitive blend of luxury spices and oud.,20,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/4v24at9w
Lattafa Sheikh Al Shuyukh Black,"Deep and intense, black oud and spices.",32,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/3dxt39t3
Lattafa Ramz Silver,Elegant silver musk with floral undertones.,17,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/ms4ssnz2
Lattafa Ra'ed Silver,A fresh and vibrant blend with hints of citrus and musk.,18,Leather,Woody,4,https://tinyurl.com/459seejd
Lattafa Ra'ed Luxe,A luxurious version of Ra'ed with added depth from spices.,20,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/y356xrec
Lattafa Ameer Al Oudh Intense Oud,Intensely rich oud with spices and warmth.,19,Woody,Ambery,4,https://tinyurl.com/4bcbk3hk
Lattafa Adeeb,"Sophisticated and smooth, a scholarly blend of spices and woods.",23,Woody,Ambery,4,https://tinyurl.com/bdfxpdk3
Lattafa Ansaam Silver,"A fresh breath of floral and musk, light and elegant.",32,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/463trx9d
Lattafa Najdia,A bold and spicy scent that's assertively masculine.,19,Woody,Ambery,4,https://tinyurl.com/ycxndy38
Lattafa 24 Carat White Gold,An opulent fragrance with florals and a gold touch.,15,Woody,Ambery,4,https://tinyurl.com/ph8xk26n
Lattafa 24 Carat Pure Gold,Rich gold amber and spices create a treasure of a scent.,18,Woody,Ambery,4,https://tinyurl.com/3p93ccrh
Lattafa Najdia in Gold,A luxurious version of Najdia with golden spices.,23,Floral,Ambery,4,https://tinyurl.com/3n9b9udu
Lattafa Fakhar L'Attafa Men,A proud and bold fragrance with deep woody and musk notes.,16,Chypre,Citrus,4,https://tinyurl.com/3wmd5x74
Lattafa Rouat Al Oud,Deep and complex oud for a sophisticated aroma.,16,Woody,Ambery,4,https://tinyurl.com/mtt2s3ay
Lattafa Velvet Oud,Smooth velvet and rich oud blend for a luxurious scent.,18,Woody,Ambery,4,https://tinyurl.com/rdh9tkxr
Lattafa Opulent Oud,Extravagant oud enriched with luxurious florals.,17,Woody,Ambery,4,https://tinyurl.com/yc2hwtkd
Lattafa Opulent Musk,Regal musk with a blend of opulent spices.,19,Floral,Ambery,4,https://tinyurl.com/mr2bcb5b
Lattafa Qimmah for Men,An apex of aromatic confidence with bold spices.,21,Aromatic Fougere,Woody,4,https://tinyurl.com/2s38e6ea
Lattafa Khaltat L'Attafa,"A special blend of exclusive notes, complex and deep.",16,Woody,Ambery,4,https://tinyurl.com/4vu5ardw
Lattafa Ameer Al Oud,A rich and noble oud fragrance with royal appeal.,18,Woody,Ambery,4,https://tinyurl.com/4e5z3283
Lattafa Ser Al Khulood Gold,Golden florals and spices create an everlasting aroma.,33,Floral,Fruity,4,https://tinyurl.com/2p9srecm
Lattafa Rehlat,"A journey of scents, with spices and woods.",34,Floral,Aldehydic,4,https://tinyurl.com/2uwu2388
Lattafa Musk Al Aroos,"Perfect for a bride, a soft and enchanting floral musk.",20,Ambery,Ambery,4,https://tinyurl.com/5edaw5tb
Lattafa Al Qiam Silver,An uplifting silver scent with clean and sharp notes.,32,Woody,Citrus,4,https://tinyurl.com/4bft48e7
Lattafa Velvet Rose,A luxurious rose wrapped in the smoothest velvet.,25,Woody,Ambery,4,https://tinyurl.com/2ddp62am
Lattafa Wajood,A strong presence with bold musk and woods.,27,Woody,Watery,4,https://tinyurl.com/3yfs6mpf
Lattafa Tharwah Silver,A rich silver scent with a blend of woods and spices.,32,Citrus,Green,4,https://tinyurl.com/muf7kyns
Lattafa Oud Lail Maleki,A royal night's oud with luxurious depth and spice.,20,Floral,Ambery,4,https://tinyurl.com/bds8zd7s
Lattafa Ana Abiyedh Leather,Modern leather with a twist of clean linen.,18,Woody,Woody,4,https://tinyurl.com/372x8bm2
Lattafa Maharjan Silver,A festive blend with bright florals and a silver sparkle.,28,Floral,Citrus,4,https://tinyurl.com/bdwyk3ed
Lattafa Bade'e Al Oud,"A masterpiece of oud, deep and resonant.",26,Woody,Ambery,4,https://tinyurl.com/mvd7wsmz
Lattafa Mohra,An exotic scent with rich spices and warmth.,25,Ambery,Ambery,4,https://tinyurl.com/3kduxvtk
Lattafa Maahir,Expertly crafted with bold musk and spicy notes.,24,Woody,Woody,4,https://tinyurl.com/2jkpm7tt
Lattafa Khashabi,A woody fragrance with a heart of deep forest notes.,21,Ambery,Citrus,4,https://tinyurl.com/45x7wbms
Lattafa Iconic Oudh,A landmark oud scent with iconic depth and richness.,21,Woody,Ambery,4,https://tinyurl.com/bdfrrjev
Lattafa Guinea,Exotic fruit and floral notes create a vibrant scent.,19,Floral,Ambery,4,https://tinyurl.com/5hejafyc
Lattafa Confidential Private Gold,A secret blend of golden spices and warmth.,19,Floral,Ambery,4,https://tinyurl.com/3cfwy32d
Lattafa Confidential Platinum,A private and exclusive scent with cool metallic notes.,17,Woody,Citrus,4,https://tinyurl.com/6f2fwuw4
Lattafa Maahir Black Edition,A deeper and more intense version of Maahir.,19,Leather,Ambery,4,https://tinyurl.com/3x286t4j
Lattafa Blue Oud,Blue notes and oud combine for a mysterious aroma.,21,Woody,Ambery,4,https://tinyurl.com/35yv8pct
Lattafa Qa'ed,A leader's scent with bold and commanding spices.,22,Woody,Ambery,4,https://tinyurl.com/3r4pr66n
Lattafa Ekhtiari,Chosen notes of luxury woods and leathers.,16,Floral,Fruity,4,https://tinyurl.com/5n8je4c6
Lattafa Ejaazi,Miraculous florals and spices create a wondrous scent.,15,Ambery,Ambery,4,https://tinyurl.com/3rstyxkd
Lattafa Ana Abiyedh Rouge,Red and vibrant with a bold personality.,18,Woody,Ambery,4,https://tinyurl.com/mt7shcnp
Lattafa Qaed Al Fursan,A knight's blend of armor-like musk and woods.,19,Floral,Fruity,4,https://tinyurl.com/2drkexwd
Lattafa Ana Abiyedh,"Pure and simple, a clean and fresh scent.",23,Woody,Ambery,4,https://tinyurl.com/bp7d54xz
Le Labo Lavande 31,A clean and serene blend of lavender with a hint of spice.,230,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/38b788ap
Le Labo Myrrhe 55,"Rich, resinous myrrh combined with warm vanilla tones.",485,Chypre,Floral,4,https://tinyurl.com/aa4jtak
Le Labo Thé Matcha 26,A refreshing scent with green tea and crisp citrus.,186,Woody,Citrus,4,https://tinyurl.com/4az24wbn
Le Labo Cedrat 37,A vibrant burst of cedrat with woody undertones.,100,Citrus,Citrus,4,https://tinyurl.com/y68tes33
Le Labo Citron 28,Lively lemon zest blended with herbal and woody notes.,188,Floral,Citrus,4,https://tinyurl.com/4sxfz7m6
Le Labo Baie 19,"Fresh berries meet a watery accord for a crisp, clean scent.",230,Woody,Green,4,https://tinyurl.com/4dhbb9r6
Le Labo Tabac 28,A deep tobacco scent enriched with sweet and woody notes.,479,Woody,Tobacco,4,https://tinyurl.com/yv7pyrrv
Le Labo Tonka 25,Warm tonka bean with layers of almond and musk.,230,Ambery,Ambery,4,https://tinyurl.com/3vtuwkcv
Le Labo Mousse de Chene 30,"Oak moss and earth tones for a rich, forest-like aroma.",369,Chypre,Floral,4,https://tinyurl.com/3by93z3x
Le Labo Thé Noir 29,Black tea mingled with bergamot and bay leaves.,322,Woody,Citrus,4,https://tinyurl.com/4tuhpmza
Le Labo Benjoin 19,"Balsamic benjoin with a sweet, comforting spice blend.",230,Ambery,Floral,4,https://tinyurl.com/3fx8zajw
Le Labo Cuir 28,Luxurious leather paired with vanilla and woody notes.,400,Leather,Leather,4,https://tinyurl.com/5ayxmuc3
Le Labo Lys 41,"A floral explosion of lily, enriched with jasmine and tuberose.",230,Floral,Floral,4,https://tinyurl.com/bajxfmv9
Le Labo Limette 37,Sparkling lime with subtle herbal and floral undertones.,400,Citrus,Citrus,4,https://tinyurl.com/2v7xaay5
Le Labo Ylang 49,Exotic ylang-ylang with earthy patchouli and resin.,146,Floral,Musk Skin,4,https://tinyurl.com/bp9wzhcf
Le Labo Santal 33,Iconic sandalwood with leathery and musky nuances.,184,Woody,Woody,4,https://tinyurl.com/yy6da49p
Le Labo Another 13,"A modern blend of ambrox and clean, musky notes.",199,Woody,Woody,4,https://tinyurl.com/mw72usez
Le Labo Musc 25,White musk with floral and aldehyde accents.,107,Floral,Musk Skin,4,https://tinyurl.com/yzfs98mc
Le Labo Poivre 23,Bold black pepper with oriental spices and amber.,320,Ambery,Floral,4,https://tinyurl.com/yf48e5fw
Le Labo Gaiac 10,Mysterious gaiac wood with incense and musk.,429,Woody,Woody,4,https://tinyurl.com/454kfdnc
Le Labo Vanille 44,Smooth vanilla with smokey and balsamic facets.,500,Ambery,Floral,4,https://tinyurl.com/32es2z6j
Le Labo Aldehyde 44,Sharp aldehyde notes softened by a floral bouquet.,500,Floral,Aldehydic,4,https://tinyurl.com/y2mm47ke
Le Labo Tubereuse 40,Intense tuberose with orange blossom and bergamot.,350,Floral,Floral,4,https://tinyurl.com/2s4pz885
Le Labo Vetiver 46,Earthy vetiver root spiced with pepper and cloves.,225,Woody,Ambery,4,https://tinyurl.com/2eyd4ss6
Le Labo Patchouli 24,Smoky patchouli with vanilla and birch notes.,111,Leather,Woody,4,https://tinyurl.com/ymt22kde
Le Labo Rose 31,Sophisticated rose tempered with spicy cumin and woods.,174,Woody,Floral,4,https://tinyurl.com/ycyc2fh7
Le Labo Ambrette 9,Musk-like ambrette seeds with subtle citrus and fruit.,230,Floral,Musk Skin,4,https://tinyurl.com/5n8h9scp
Le Labo Labdanum 18,Sweet labdanum with leathery and musky undertones.,230,Ambery,Ambery,4,https://tinyurl.com/3zfh822y
Le Labo Bergamote 22,Bright bergamot and petitgrain with a woody depth.,230,Citrus,Citrus,4,https://tinyurl.com/hekhwm7x
Le Labo Fleur d'Oranger 27,Vibrant orange blossom paired with citrus and green notes.,230,Floral,Citrus,4,https://tinyurl.com/3yazen3m
Le Labo Jasmin 17,Delicate jasmine enhanced by vanilla and sandalwood.,230,Floral,Floral,4,https://tinyurl.com/53jykezp
Le Labo Neroli 36,Fresh neroli with a complex floral and musky background.,230,Citrus,Watery,4,https://tinyurl.com/3kmhxzxp
Le Labo Oud 27,Powerful oud wood blended with amber and incense.,230,Woody,Ambery,4,https://tinyurl.com/2uzknbhk
Louis Vuitton Myriad,"An array of floral and fruity notes for a vibrant, captivating fragrance.",630,Woody,Ambery,4,https://tinyurl.com/5n7ycvvp
Louis Vuitton Pacific Chill,"A cool aquatic fragrance with a hint of citrus, reminiscent of the ocean breeze.",320,Aromatic Fougere,Fruity,4,https://tinyurl.com/2cfzreu7
